Character,Chinese Subtitle,English Translation
Zhu Bajie,正好正好，与叔叔一起会会这坏了纲常的烂淫贱货！,"Well then boy, let us teach this brazen adulterer a lesson!"
Keeper of the Flaming Mountains,孽畜，这么多年了，还是妖性难移,Vile beast! Your savagery knows no cure.
Keeper of the Flaming Mountains,我这兜帅宫的无根水一旦落了地，看你还如何放肆！,But you will behave once my Sourceless Water from Tushita drops.
Keeper of the Flaming Mountains,曾经我助你等西行,I've aided your journey once.
Keeper of the Flaming Mountains,今日不妨再送一程,"Now, I shall aid you again - on your way to death."
Keeper of the Flaming Mountains,阴阳之道，一向一背,"""From yin and yang, arises two sides."""
Keeper of the Flaming Mountains,天地之道，一升一降,"""From land and sky, emerges a divide."""
Keeper of the Flaming Mountains,今日就拿你这毛贼，喂喂我的阴阳鱼儿,Now... you shall be feasted upon.... by my Yin-Yang Fish!
Zhu Bajie,这家子真不知礼数,What a stingy host!
Zhu Bajie,弄这么条小鱼儿,Such a meager fish...
Zhu Bajie,还不够请咱吃饭呢,...hardly enough for a platter!
Keeper of the Flaming Mountains,身世之谜已揭,The truth has been revealed.
Keeper of the Flaming Mountains,红孩儿是不会善罢甘休的,Disasters are sure to follow.
Keeper of the Flaming Mountains,你眼里这地覆天翻,The turmoil you witness...
Keeper of the Flaming Mountains,不过是人家案板上一碗冷饭……,is but a ripple caused by a drop from above.
Zhu Bajie,这厮溜了？,Wha... Gone already?
Zhu Bajie,老猪我才刚打了个盹,Bad news after a good nap.
Zhu Bajie,小小丹童这等猖狂,He's gone too far from a furnace servant.
Zhu Bajie,以前也是个清白出身,"A decent lad, he was."
Zhu Bajie,说起来，都是大师兄造的孽……,"Decent, until ruined by Brother Wukong..."
Zhu Bajie,命不好就罢了，又爱上了不该爱的人,Then destiny carried him further to fall for the wrong woman.
Zhu Bajie,你，从这边上去,"You, go up this way,"
Zhu Bajie,看看有无通路,check if any way leads up.
Zhu Bajie,我再去四处找寻找寻,I'll go look around.
Zhu Bajie,老娘虽然跑了，难说宝贝还在山内,"The owner might be gone, but her treasure might still be there."
Pingping (Red Boy),猴哥哥，快来快来,"Come here, kind monkey!"
Pingping (Red Boy),我在这里！,I'm over here!
Pingping (Red Boy),扇子我找着了，你看！,I found the fan. Look!
Pingping (Red Boy),母亲大抵是左右为难，才匿了行踪，却把扇子留了下来,Mother left her fan before she went away. She must have felt torn between her son and husband.
Pingping (Red Boy),只是这大铁球滚来滚去，不见消停……,But this iron ball... It just won't stop.
Pingping (Red Boy),幸好猴哥哥及时赶到,Now that you are here!
Pingping (Red Boy),你且助我引开它，我好举扇灭火,"Help me drive it away, and I'll let the fan do its work!"
Zhu Bajie,小狐狸,"Hey, fox."
Zhu Bajie,这当真……是芭蕉扇？,How can you be sure it's even real?
Pingping (Red Boy),放心放心，母亲曾教过我使用口诀,Rest assured. Mother taught me this spell.
Pingping (Red Boy),一扇下去，便知真假,Only the real fan will answer it.
Zhu Bajie,那老牛哼哼的十分虚切，估着只剩半口气了,"The Bull sounds weak, probably on his last legs."
Zhu Bajie,老猪姑且信你一次，尽点力气挡住那铁球，你趁机使出扇子,Guess l have to trust you once. I'll get down there and stop the ball and let you do your work.
Pingping (Red Boy),猪八戒皮糙肉厚，死不掉的,Don't worry. His thick skin will protect him!
Pingping (Red Boy),猴哥哥，先随我一起去救父亲要紧！,"Come on, let's save Father first!"
"Top Takes Bottom, Bottom Takes Top",贼婆娘快看，居然有个毛脸的，生得比我还丑,"Did you see that fur-face, wicked lass? He's even uglier than me!"
"Top Takes Bottom, Bottom Takes Top",贼汉子，我看你是耍糊涂了,"Are you still in the haze or what, you wicked lad?"
"Top Takes Bottom, Bottom Takes Top",夫人交代我俩守住此地，你管他丑不丑，闯进来的只管杀掉！,"Our lady asked us to guard this place, not to check another face! Kill whoever breaks in was the order!"
"Top Takes Bottom, Bottom Takes Top",得令！,By your word!
Bottom Takes Top,这么蛮横，就留你去喂那老牛的紫皮狮子狗罢,"You're a cruel one! Fine, go feed yourself to that old bull's purply pup."
Bottom Takes Top,老娘不陪了,I'm done playing with you.
Keeper of the Flaming Mountains,不哭不哭,"Shh, there, there."
Princess Rakshasi,师父只道让这孩子平安降生，却不知带累我遭了多大磨难,"Our master bade this child be born, but he never knew my struggles."
Keeper of the Flaming Mountains,师父的示下，我们怎能不从,How can we but follow the master's word?
Keeper of the Flaming Mountains,况且，师姐你已当着他老人家的面，饮了子母河的水,"Rakshasi, you know it was he who made you drink from the River of Childbearing."
Princess Rakshasi,住口，这事莫要再提,Shut it. You shall never speak of it.
Princess Rakshasi,大王明知我不得不饮……,The king knows why I had to drink it...
Princess Rakshasi,可从那之后，脸都没露过，还多了个不归家的借口,But I haven't glimpsed him...ever since then. He made it another reason for his absence.
Keeper of the Flaming Mountains,师姐，那老牛定是见不得这些,"Rakshasi, your husband shirks a dishonor this way."
Keeper of the Flaming Mountains,他能给你腾出此洞，又派金晴兽把守，已是给足了师父情面,"He granted you this cave, with his mount Bishui Beast as its sentinel. He's compromised enough for the sake of our master. "
Princess Rakshasi,你千万要守紧嘴巴,You will seal your lips on this.
Princess Rakshasi,若是再有他人晓得了此子来历，我们一家必有大难,Our family would be doomed if anyone knew the truth behind this child.
Keeper of the Flaming Mountains,师姐放心，师父已让我来此作暗中协助,Fear not. Master bids me aid you in secret.
Keeper of the Flaming Mountains,你且与那老牛好好将他抚养成人,"You and the bull, you will rear this child to manhood."
Keeper of the Flaming Mountains,待这娃儿长大，灵山的那些血债，他便是最好的人证,"And when the boy comes of age... well, on that day...he will be living proof...of the dark deeds of Mount Lingshan."
Pingping (Red Boy),父亲，父亲，天命人我带来了,"Father, I've brought him here - it's the Destined One."
Pingping (Red Boy),趁着哥哥不在，父亲可把那东西交还于他,Brother is not around. You can hand it over to him now.
Pingping (Red Boy),此物一旦物归原主，哥哥自然死心,Brother will surely give up on his plan once it's returned.
Pingping (Red Boy),火焰山的劫数，也便解了,"And then, we will be a family again."
Bull King,好个泼猢狲……,You mischievous monkey...
Bull King,怎么作死……,You dare to push your luck....
Bull King,都死不干净,but always have a way out...
Bull King,可惜……,Only...
Bull King,来得不是时候……,You came back at the wrong time...
Pingping (Red Boy),父亲糊涂了吗？,"Are you not thinking straight, Father?"
Pingping (Red Boy),小女把天命人带来救你了,I brought the Destined One here to save you.
Bull King,是糊涂喽……,"I may be unwell,"
Bull King,可眼没糊涂……,but l am not blind...
Bull King,你……不是我女儿,You... are not my daughter.
Pingping (Red Boy),父亲此话从何说起？,How can you say that to me?
Pingping (Red Boy),萍萍吃尽千辛万苦，寻了人，灭了火,I went through flames to find the Destined One for you.
Pingping (Red Boy),不就是为了回到父亲这里？,For you Father! Don't you see?
Bull King,早知把眼也戳瞎好了……,"I should have plucked my eyes out too,"
Bull King,免得见你作怪……,to save me from your pretense...
Red Boy,莫急啊，老畜生,"Worry not, "
Red Boy,,"old, horned fool."
Red Boy,一会儿就遂了你意,I'll see to it shortly.
Red Boy,枉我卖弄这般手段,You could have enjoyed a good show...
Red Boy,没意思，真没意思,But you simply lack the taste.
Red Boy,不如都杀了利索！,I should've just killed you all!
Red Boy,我打扮做那小妖精，自问一般无二,My guise was perfect. None could see a single flaw in it.
Red Boy,你是怎么看穿的？,How did you find out then?
Bull King,她……不像你……,Unlike you...
Bull King,面上敬我，心里一点不惧,she has never needed to fake her respect for me.
Red Boy,原来如此,Interesting.
Red Boy,少不得要再把那小贱人抓回来，好好耍子一番,That little fox. I will find out if it's true after I hunt her down.
Red Boy,不过,"But first,"
Red Boy,眼下先把你们两个好兄弟，烧成灰葬在一起,I should burn you two together and mix your ashes to honor your friendship.
Red Boy,闲情雅致,Entertainment...
Red Boy,时候多的是！,That can wait!
Bull King,你这孙子……,You cursed monkey...
Bull King,走到哪里……,Wherever you go...
Bull King,哪里就家破人亡……,you leave behind a ruined family...
Bull King,小儿虽一时落败，但精气未散,"My son is defeated, but not vanquished..."
Bull King,只怕不过半晌还能站起来,I am afraid he'll rise again soon.
Bull King,这东西，我得来后一直封在胃囊,"Since it came into my possession, I've kept it in my stomach,"
Bull King,无人知晓,hidden from all.
Bull King,我老了……,I am old now...
Bull King,什么都怕……,Fears have grown in me...
Bull King,怕战,"Fear of war,"
Bull King,怕死,"fear of death,"
Bull King,怕老婆,"fear of my wife,"
Bull King,怕儿子,fear of my son...
Bull King,所以……,That is why...
Bull King,我不敢吃,I dare not consume it....
Bull King,他来要，我更不敢给……,let alone give it back to him...
Bull King,狗屁天命，都是苦命,"Destined, deprived, it's all the same"
Bull King,切莫信了这些方便,Don't ever believe their bullshit.
Bull King,此番能否再修正果，全凭之前因缘造化,"You are your choices, your causes and effects, not what you're called."
Yaksha King,多亏这张闭气符,Thanks to this false death talisman.
Yaksha King,那土地老儿虽然技不如人，也算死得其所,"Poor Keeper, seems his legacy was his only offer after all."
Zhu Bajie,我说怎么扇了没下一滴雨,No wonder not a single raindrop was fanned!
Zhu Bajie,原来一直是你这憨儿在捉弄我,It was your trick the whole time!
Zhu Bajie,牛哥，老猪来迟一步，对不住,"My bad, old bull. I was a bit delayed."
Zhu Bajie,臭小子，叔叔今日就代你父母，执行家法！,You little rascal. I'll teach you a lesson on your parents' behalf!
Yaksha King,诸佛说此色非命，然则如何命在身,"""The Buddhas say my flesh is not life's core, so whence springs existence, I implore?"""
Yaksha King,此骨与肉何处来，如何此生住母胎,"""What ordained their dwelling in my mother's womb, if blood and flesh don't compose my life's bloom?"""
Yaksha King,可悲,The Destined One...
Yaksha King,可悲啊,"Oh, the irony!"
Yaksha King,我本无意与你为敌,"Tell me then, is my kind destined for extermination?"
Yaksha King,但你对他们的手段一无所知,"A monkey born from unfeeling stone,"
Yaksha King,过了火焰山，还有灵山，你过得了吗!,can never understand my pain.
Zhu Bajie,你这厮甚不通变，唉……,"Still holding on, despite it all?"
Zhu Bajie,只想着报仇，家都不要了,Does your vengeance weigh more than your family?
Zhu Bajie,把师兄的东西吐出来！,Spit it out now! His relic!
Princess Rakshasi,奴家来迟，大王受苦了,"My King, I'm sorry for my lateness."
Princess Rakshasi,他们……,I turned to them...
Princess Rakshasi,没一个肯来……,But none offered help...
Bull King,夫人……罢了……,My Lady... Forget it...
Princess Rakshasi,两位上仙,I implore you...
Princess Rakshasi,万望垂慈，饶我儿一命,...to show mercy and spare my son.
Princess Rakshasi,这孩子，是西方夜叉部仅剩的一缕血脉,"He's the last of the Yaksha's bloodline in the West,"
